text,label_binary,sub_NFR,source
The product must be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the product's software code.',NFR,MN,NICE
'Maintenance releases will be offered to customers once a year. The releases shall take no longer than 5 minutes for 80% of the customer base to install.',NFR,MN,NICE
Every registered user will have access to the product's support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.',NFR,LF,NICE
The customer shall be able to easily integrate new building maps with the product throughout the product's lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff.',NFR,MN,NICE
The product shall be translated into foreign languages other than the target market countries' languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market's language.',NFR,MN,NICE
'The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access.',NFR,O,NICE
'The product shall be able to be installed in any operating environment within 2 days.',NFR,O,NICE
'The product shall ensure that only company employees or external users with company-approved user IDs may have product access. 100% of all logons shall be by either company employees or external users with company-approved user IDs.',NFR,SE,NICE
'Only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons.',NFR,SE,NICE
The product shall ensure that the database's data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user.',NFR,SE,NICE
The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems' data shall remain 100% uncorrupted each time malicious data is input into the product.',NFR,SE,NICE
'The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data. The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.',NFR,A,NICE
'The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.',NFR,MN,NICE
'The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.',NFR,SC,NICE
The product shall be able to display calendar dates and times according to the user's locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.',NFR,US,NICE
'The product must be developed with the J2SE/J2EE programming language libraries',NFR,O,NICE
'The product shall record meeting entries.',FR,F,NICE
'The product will notify employees of meeting invitations.',FR,F,NICE
'The product shall have the ability to send meeting reminders to employees.',FR,F,NICE
'The product shall assign the organizers contact information to each meeting they create.',FR,F,NICE
'The product will record meeting acknowledgements.',FR,F,NICE
'The product shall store new conference rooms.',FR,F,NICE
'The product shall update existing conference rooms.',FR,F,NICE
